time,lon,lat,depth,mag
2023-11-06T20:01:37.972000Z,145.065,19.4845,153.814,3.9
2023-11-06T20:00:31.777000Z,151.3596,-3.8095,10.816,4.5
2023-11-06T19:11:23.687000Z,-176.8814,51.1584,35.0,2.6
2023-11-06T16:37:34.162000Z,151.3605,-3.7862,10.0,4.5
2023-11-06T15:40:04.713000Z,-166.0311,53.8245,79.045,3.1
2023-11-06T15:36:44.107000Z,127.7793,-7.498,172.862,5.2
2023-11-06T13:28:20.799000Z,139.2716,-4.5754,10.368,4.6
2023-11-06T13:08:09.199000Z,126.4158,-1.4058,31.007,4.6
2023-11-06T10:46:40.426000Z,82.0858,28.9234,10.0,5.3
2023-11-06T09:00:54.562000Z,-176.0166,51.9834,129.1,3.3
2023-11-06T05:53:21.157000Z,126.3796,3.222,51.538,4.3
2023-11-06T05:42:49.942000Z,75.2646,38.8,10.0,4.6
2023-11-06T05:38:45.291000Z,130.2515,-6.1869,154.849,4.5
2023-11-06T05:16:45.983000Z,-167.6244,52.8108,35.0,2.8
2023-11-06T04:04:00.183000Z,142.6527,28.8157,10.0,4.4
2023-11-06T03:34:02.916000Z,103.7034,-6.1367,35.0,4.2
2023-11-06T02:22:22.139000Z,142.0619,30.9674,10.0,4.3
2023-11-06T01:33:45.761000Z,-170.9328,52.2098,35.0,3.2
2023-11-05T23:04:44.225000Z,68.4468,36.7841,10.0,4.4
2023-11-05T22:57:46.267000Z,63.1169,40.3126,10.0,4.7
2023-11-05T17:46:51.123000Z,-172.4162,51.7277,35.0,3.3
2023-11-05T17:10:08.462000Z,141.7219,37.828,51.87,4.7
2023-11-05T17:03:36.863000Z,166.6498,-11.9288,200.348,4.5
2023-11-05T16:55:58.680000Z,-168.5923,53.0037,68.94,3.5
2023-11-05T15:57:23.060000Z,-174.4055,52.265167,7.6,0.61
2023-11-05T15:16:05.959000Z,-176.1761,51.3338,35.0,2.8
2023-11-05T14:51:49.510000Z,-174.181,52.309833,2.49,0.88
2023-11-05T14:45:17.229000Z,142.5637,42.7464,122.247,4.3
2023-11-05T14:36:05.090000Z,-174.183,52.3085,2.65,0.85
2023-11-05T14:35:43.170000Z,-174.1765,52.308333,2.87,0.61
2023-11-05T13:27:27.601000Z,178.3467,51.3952,70.445,5.1
2023-11-05T11:43:06.548000Z,-176.2045,51.3653,39.104,3.9
2023-11-05T10:21:59.036000Z,147.6878,20.1534,10.0,4.2
2023-11-05T10:00:36.134000Z,-166.714,53.1879,22.7,1.9
2023-11-05T08:49:04.483000Z,178.652,51.669,77.071,3.1
2023-11-05T08:21:11.283000Z,168.265,54.6344,10.0,4.3
2023-11-05T07:59:07.860000Z,-166.744333,53.868,3.89,-0.49
2023-11-05T07:57:51.270000Z,-166.7565,53.865333,-3.2,-0.1
2023-11-05T07:23:21.096000Z,68.4972,36.7592,51.508,4.1
2023-11-05T05:25:08.085000Z,178.0496,51.828,107.843,3.0
2023-11-05T05:16:42.745000Z,143.1551,39.8885,36.519,4.6
2023-11-05T04:53:17.319000Z,-179.959,51.7181,10.0,2.4
2023-11-05T02:20:05.132000Z,102.5404,-5.143,44.193,4.9
2023-11-05T01:59:19.551000Z,161.4007,-10.2837,88.861,4.6
2023-11-05T01:00:19.584000Z,152.7732,50.8679,325.12,4.0
2023-11-04T23:37:28.379000Z,166.3631,-11.8953,91.959,4.4
2023-11-04T22:38:39.830000Z,-177.913167,51.858167,7.57,1.1
2023-11-04T22:01:39.494000Z,178.6486,51.7294,96.206,2.8
2023-11-04T21:52:44.380000Z,178.340833,51.955333,9.39,1.27
2023-11-04T21:06:47.936000Z,-167.2408,52.9695,35.0,3.3
2023-11-04T20:34:40.275000Z,142.4017,36.5639,20.077,4.3
2023-11-04T20:23:02.629000Z,128.545,-6.99,10.0,4.4
2023-11-04T20:03:29.120000Z,-177.929333,51.861833,7.36,0.85
2023-11-04T19:55:33.969000Z,73.9619,37.6163,10.0,4.5
2023-11-04T19:54:06.990000Z,-177.916667,51.863667,6.66,1.21
2023-11-04T19:16:55.900000Z,-166.919667,53.792833,39.41,0.37
2023-11-04T19:11:36.620000Z,-176.150167,52.084833,13.12,0.88
2023-11-04T16:35:57.830000Z,124.3863,-6.7825,594.191,4.1
2023-11-04T16:23:47.619000Z,127.3808,-4.0445,224.891,4.5
2023-11-04T14:07:10.127000Z,55.0695,36.9887,10.0,4.3
2023-11-04T13:17:36.345000Z,147.6736,20.1421,18.829,4.6
2023-11-04T13:16:20.005000Z,145.7011,43.1974,60.831,4.5
2023-11-04T12:26:02.438000Z,121.9667,20.2399,21.549,4.4
2023-11-04T11:52:12.848000Z,-178.7235,51.8717,94.3,2.1
2023-11-04T11:38:40.380000Z,-176.849167,51.866,-1.8,0.82
2023-11-04T11:24:11.600000Z,112.159,22.0039,10.45,4.2
2023-11-04T11:12:50.870000Z,-177.8325,51.859667,9.9,-0.14
2023-11-04T10:48:44.872000Z,-176.7733,51.4249,31.6,1.8
2023-11-04T10:23:24.502000Z,-175.3333,51.5469,36.8,2.1
2023-11-04T10:22:38.657000Z,147.6721,20.1428,10.0,4.5
2023-11-04T10:01:18.316000Z,142.2231,37.1988,37.226,4.0
2023-11-04T09:59:48.009000Z,131.1637,-5.9452,101.902,4.5
2023-11-04T09:46:14.319000Z,147.902,20.0469,10.0,4.5
2023-11-04T09:39:06.084000Z,-176.0785,50.1065,10.0,2.6
2023-11-04T09:38:37.943000Z,147.6712,20.2138,10.0,5.0
2023-11-04T09:12:40.855000Z,179.1148,51.1655,35.0,3.5
2023-11-04T08:12:52.244000Z,178.9813,51.1028,27.744,3.0
2023-11-04T07:20:32.022000Z,-173.7016,51.9117,14.5,2.5
2023-11-04T03:34:51.293000Z,174.0051,51.7927,10.0,4.6
2023-11-04T02:48:52.565000Z,179.6639,51.4605,73.712,2.7
2023-11-04T00:56:53.364000Z,97.7446,1.8004,48.064,4.5
2023-11-04T00:42:57.026000Z,-179.7943,51.4923,74.44,2.6
2023-11-04T00:25:40.350000Z,128.9868,-4.0323,136.744,4.5
2023-11-04T00:18:18.890000Z,125.3743,1.5007,10.0,4.6
2023-11-03T22:31:34.600000Z,82.2728,28.976,10.0,4.0
2023-11-03T21:48:22.193000Z,153.605,47.6572,10.0,4.8
2023-11-03T20:46:34.789000Z,154.2944,-5.5641,122.726,4.1
2023-11-03T20:05:54.667000Z,140.0351,41.1438,170.748,4.0
2023-11-03T19:51:12.374000Z,-176.047,51.5018,23.0,2.0
2023-11-03T19:39:09.153000Z,96.6025,26.4186,118.316,4.2
2023-11-03T19:15:45.172000Z,68.4926,36.7294,45.632,4.2
2023-11-03T19:06:42.596000Z,126.2947,9.7112,46.691,4.0
2023-11-03T18:44:39.613000Z,81.9912,28.8332,10.0,4.1
2023-11-03T18:32:14.876000Z,156.3754,50.0317,65.215,5.0
2023-11-03T18:02:56.566000Z,82.1633,28.8518,32.602,5.7
2023-11-03T17:11:12.130000Z,166.7063,-15.0548,32.365,4.5
2023-11-03T17:06:33.560000Z,-168.043,53.205833,5.81,0.57
2023-11-03T16:51:43.200000Z,-176.8012,51.588,39.6,2.7
2023-11-03T16:27:54.500000Z,-166.049333,54.2105,2.19,-0.1
2023-11-03T14:26:01.885000Z,-169.2387,52.3252,3.5,2.1
2023-11-03T14:15:07.615000Z,-179.8948,51.1226,22.479,3.4
2023-11-03T13:22:51.514000Z,145.8488,18.4206,127.13,4.4
2023-11-03T13:01:35.166000Z,171.6124,52.6778,10.0,3.9
2023-11-03T12:58:05.440000Z,-165.974167,54.1105,15.85,-0.16
2023-11-03T11:54:06.020000Z,-166.927333,53.880167,5.68,-0.79
2023-11-03T11:29:20.530000Z,-166.005167,54.1025,18.99,0.54
2023-11-03T10:33:31.531000Z,96.1897,14.67,10.0,4.4
2023-11-03T09:44:42.996000Z,-174.1006,65.0576,10.0,3.3
2023-11-03T09:42:28.254000Z,147.1963,15.0374,10.0,4.3
2023-11-03T07:50:55.348000Z,-178.6613,51.775,100.083,2.8
2023-11-03T07:35:07.480000Z,-177.8838,51.4955,65.353,2.3
2023-11-03T07:33:37.465000Z,68.4069,36.7355,49.83,4.4
2023-11-03T07:29:33.114000Z,68.5516,36.7565,45.976,4.4
2023-11-03T06:47:29.226000Z,-172.3447,51.9806,23.528,5.0
2023-11-03T06:39:59.845000Z,166.7733,-10.9141,10.0,4.4
2023-11-03T05:52:44.810000Z,101.9398,-4.6848,66.608,4.7
2023-11-03T05:22:50.585000Z,145.9096,-5.4674,72.134,4.2
2023-11-03T05:16:48.692000Z,122.0289,21.0795,10.0,4.7
2023-11-03T05:10:06.530000Z,-165.9515,54.116667,12.92,0.04
2023-11-03T03:26:19.424000Z,125.9453,11.3972,35.0,4.7
2023-11-03T00:45:36.664000Z,-179.9015,51.3533,59.856,3.5
2023-11-02T22:50:09.774000Z,-166.776,53.2399,51.3,1.8
2023-11-02T22:45:45.520000Z,159.7278,-9.0789,129.17,4.5
2023-11-02T22:42:22.911000Z,139.0366,29.5051,450.877,4.2
2023-11-02T22:27:45.380000Z,-168.045333,53.3595,38.62,0.69
2023-11-02T19:53:04.931000Z,-169.5456,52.2271,17.6,2.2
2023-11-02T17:13:09.530000Z,-176.175667,52.073167,15.18,0.94
2023-11-02T17:12:35.760000Z,126.1372,10.0388,79.903,4.5
2023-11-02T17:02:02.020000Z,127.7044,4.4748,135.681,4.3
2023-11-02T14:26:31.190000Z,-174.1735,52.3305,4.8,0.27
2023-11-02T14:23:29.130000Z,-166.757,53.863833,6.84,-1.02
2023-11-02T13:46:27.105000Z,-179.5253,51.6685,105.984,2.9
2023-11-02T13:22:59.299000Z,145.0123,13.7105,117.005,4.5
2023-11-02T13:11:29.353000Z,144.0627,13.3137,11.46,4.1
2023-11-02T12:42:25.540000Z,-166.854333,53.865,5.94,-0.27
2023-11-02T10:24:00.066000Z,114.009,-9.6517,43.088,4.1
2023-11-02T09:28:09.500000Z,-173.495,51.9426,38.2,2.4
2023-11-02T09:28:07.967000Z,-169.7495,52.7223,13.2,1.8
2023-11-02T08:57:14.760000Z,-166.919167,53.882333,8.06,-0.55
2023-11-02T08:31:48.780000Z,178.402833,51.979,14.67,1.43
2023-11-02T08:28:03.242000Z,125.956,11.3395,35.0,4.7
2023-11-02T08:26:19.161000Z,-167.2509,52.9887,6.3,1.8
2023-11-02T06:50:26.097000Z,125.8733,11.4037,17.537,5.7
2023-11-02T06:27:12.924000Z,127.8364,-2.8043,30.824,4.6
2023-11-02T05:11:21.700000Z,178.326833,51.965167,10.96,1.92
2023-11-02T03:53:23.308000Z,-166.8361,52.8835,10.9,1.8
2023-11-02T03:23:52.922000Z,-166.4849,53.4724,62.6,1.9
2023-11-02T03:22:49.920000Z,-165.911,54.237333,23.19,-0.2
2023-11-02T02:39:45.768000Z,130.7214,-5.9198,146.816,4.6
2023-11-02T00:54:41.280000Z,-174.158833,52.280833,10.78,-0.04
2023-11-02T00:52:57.509000Z,-173.7061,52.0587,6.9,1.7
2023-11-02T00:26:03.674000Z,-175.1805,50.2501,12.0,2.1
2023-11-02T00:11:48.960000Z,-165.971167,54.149667,3.57,0.11
2023-11-01T23:24:29.270000Z,-166.8165,53.761,7.1,-0.61
2023-11-01T23:22:37.760000Z,-166.834167,53.781833,6.82,-0.54
2023-11-01T23:21:38.490000Z,-166.8355,53.848667,3.88,0.14
2023-11-01T23:11:08.808000Z,-174.606,52.0639,78.6,1.7
2023-11-01T22:44:01.935000Z,74.5584,37.3894,53.734,4.5
2023-11-01T22:41:40.200000Z,-167.937,53.902667,5.34,1.19
2023-11-01T21:44:36.856000Z,92.1203,21.05,22.774,4.1
2023-11-01T21:04:46.905000Z,123.7591,-10.034,40.0,6.1
2023-11-01T20:27:20.284000Z,-168.3464,52.7136,35.0,3.8
2023-11-01T19:40:22.270000Z,-166.112167,53.919167,25.33,0.87
2023-11-01T17:03:12.280000Z,-176.1645,52.096167,3.9,0.28
2023-11-01T16:54:58.020000Z,-177.762333,51.852667,8.16,0.93
2023-11-01T16:53:38.262000Z,140.8752,29.2054,103.48,4.7
2023-11-01T16:49:24.351000Z,-179.9245,51.33,17.7,1.8
2023-11-01T16:41:52.190000Z,-176.166333,52.0715,3.27,0.13
2023-11-01T15:52:38.380000Z,-165.949667,54.169333,7.17,-0.17
2023-11-01T15:40:26.540000Z,-174.236333,52.329167,5.65,0.26
2023-11-01T15:36:54.921000Z,167.4399,-14.6845,173.07,4.6
2023-11-01T15:30:11.270000Z,-176.1635,52.079833,4.11,-0.22
2023-11-01T15:28:15.898000Z,-178.832,51.622,74.5,1.9
2023-11-01T15:07:52.340000Z,-176.136333,52.067667,2.88,-0.54
2023-11-01T14:44:03.870000Z,-174.235167,52.34,3.04,0.41
2023-11-01T14:40:41.290000Z,-174.233,52.3265,5.86,-0.05
2023-11-01T14:40:23.360000Z,-174.222333,52.402833,8.34,0.39
2023-11-01T14:36:55.872000Z,145.9731,18.5948,10.0,4.5
2023-11-01T14:35:32.382000Z,120.5211,13.7524,158.591,4.2
2023-11-01T14:07:47.839000Z,121.5495,-8.3219,10.0,5.0
2023-11-01T13:44:34.558000Z,-178.6646,51.3519,35.0,3.1
2023-11-01T13:11:48.860000Z,154.8365,49.0187,77.53,4.4
2023-11-01T12:51:14.635000Z,93.0553,10.9243,85.977,5.2
2023-11-01T12:41:28.873000Z,-176.9087,51.7006,70.2,1.5
2023-11-01T12:39:09.160000Z,-177.170833,51.950167,7.47,0.17
2023-11-01T12:14:36.602000Z,-175.6859,51.79,62.4,1.5
2023-11-01T12:12:40.860000Z,-177.901333,51.861833,5.81,0.34
2023-11-01T12:00:31.713000Z,179.6447,50.9889,14.9,2.1
2023-11-01T11:18:47.042000Z,-166.7358,53.2551,40.8,2.2
2023-11-01T11:03:29.789000Z,-176.5459,51.4294,33.5,1.7
2023-11-01T10:50:57.900000Z,-173.848667,52.3335,15.14,1.31
2023-11-01T10:40:15.342000Z,129.3017,1.5569,10.0,4.9
2023-11-01T10:39:46.889000Z,59.6966,32.1022,10.0,4.7
2023-11-01T10:04:23.331000Z,-174.4942,52.1112,8.7,1.9
2023-11-01T09:43:03.438000Z,-169.3318,52.252,35.0,2.7
2023-11-01T08:31:40.809000Z,-176.2301,51.5003,26.6,1.4
2023-11-01T08:28:34.290000Z,178.36,51.9795,10.64,0.93
2023-11-01T08:26:28.120000Z,-176.155833,52.0695,3.2,0.08
2023-11-01T08:17:00.900000Z,179.6605,51.9145,11.41,0.51
2023-11-01T08:14:34.295000Z,146.0874,20.7961,31.58,4.3
2023-11-01T08:08:51.264000Z,148.8579,44.4211,76.087,4.9
2023-11-01T08:04:15.110000Z,-178.754333,51.757667,11.53,0.29
2023-11-01T07:53:42.399000Z,-171.1061,51.2456,10.0,2.8
2023-11-01T07:21:37.364000Z,179.247,51.0921,23.3,2.3
2023-11-01T06:56:56.758000Z,166.7355,-10.8254,10.0,4.2
2023-11-01T06:56:05.298000Z,179.786,51.9602,184.462,2.8
2023-11-01T06:51:42.447000Z,166.6043,-10.9121,54.011,5.2
2023-11-01T06:29:38.199000Z,166.6577,-11.0052,71.776,4.6
2023-11-01T05:57:03.260000Z,179.6125,51.903167,8.72,0.6
2023-11-01T05:57:01.100000Z,179.488833,51.862833,22.51,1.17
2023-11-01T05:56:04.652000Z,-176.2359,51.3336,25.4,1.8
2023-11-01T05:24:25.654000Z,-178.1831,51.9712,132.9,2.1
2023-11-01T04:46:27.591000Z,67.1946,35.0791,16.646,4.0
2023-11-01T03:37:10.370000Z,-176.1555,52.049667,4.98,-0.55
2023-11-01T02:05:17.100000Z,179.523833,51.843333,11.4,1.19
2023-11-01T01:39:59.260000Z,-167.924,53.907833,6.0,1.8
2023-11-01T01:08:04.058000Z,-174.6192,51.5979,15.4,1.8
2023-11-01T01:06:47.080000Z,179.384667,51.793167,15.34,1.57
2023-11-01T00:26:44.880000Z,-175.3496,51.8555,66.2,2.0
2023-11-01T00:25:04.338000Z,178.961,51.9306,130.637,2.5
2023-11-01T00:01:13.231000Z,-168.6276,52.8128,90.5,2.2
2023-10-31T22:57:38.850000Z,-165.990833,54.1095,15.94,0.49
2023-10-31T22:38:03.634000Z,179.7296,51.9133,165.886,2.7
2023-10-31T22:34:01.377000Z,135.0562,33.7873,39.542,4.8
2023-10-31T22:26:21.489000Z,74.5511,37.5089,69.334,4.1
2023-10-31T22:26:08.530000Z,61.9771,34.4712,10.0,4.2
2023-10-31T22:22:33.130000Z,-168.2575,53.3275,8.21,0.13
2023-10-31T22:13:34.311000Z,-169.5325,52.3886,36.8,2.3
2023-10-31T21:52:22.560000Z,-173.5963,51.8183,23.5,2.0
2023-10-31T21:28:11.780000Z,179.590333,51.837833,10.2,1.13
2023-10-31T20:36:53.559000Z,92.8004,5.3796,10.0,4.1
2023-10-31T20:26:15.293000Z,147.6871,20.0752,10.0,4.9
2023-10-31T20:05:38.880000Z,-166.941167,53.882,7.13,0.08
2023-10-31T19:56:12.143000Z,74.7217,37.4095,11.059,4.4
2023-10-31T19:54:27.109000Z,74.6496,37.4538,12.677,4.1
2023-10-31T19:38:39.925000Z,144.2549,14.6546,11.323,4.2
2023-10-31T19:24:52.480000Z,-176.133667,52.0535,3.21,0.43
2023-10-31T19:15:27.720000Z,-176.165,52.0905,-1.8,-0.19
2023-10-31T18:43:52.024000Z,155.6566,-7.0554,4.809,4.2
2023-10-31T18:08:22.060000Z,139.7988,36.1205,62.094,4.3
2023-10-31T18:02:24.984000Z,127.203,5.1626,94.284,4.8
2023-10-31T18:01:46.240000Z,-177.915667,51.856833,4.9,0.47
2023-10-31T17:58:48.558000Z,146.871,-5.5467,10.0,4.9
2023-10-31T17:41:34.335000Z,146.4701,-5.8193,62.132,4.9
2023-10-31T17:37:21.913000Z,123.7355,-0.0156,130.882,4.9
2023-10-31T17:29:05.270000Z,-177.160333,51.956,3.12,0.52
2023-10-31T16:30:06.683000Z,178.9489,50.1782,10.0,3.1
2023-10-31T16:11:37.475000Z,-170.2453,52.6738,146.394,3.0
2023-10-31T16:00:16.750000Z,178.312,51.932333,6.7,1.68
2023-10-31T15:35:37.198000Z,-177.5367,51.5175,34.3,1.4
2023-10-31T15:00:13.829000Z,-177.851,51.8693,7.3,1.27
2023-10-31T14:57:53.651000Z,-168.7303,62.3397,20.3,2.7
2023-10-31T14:31:30.862000Z,178.2252,52.0663,134.74,2.5
2023-10-31T12:33:53.645000Z,121.6257,23.2163,42.68,4.3
2023-10-31T12:06:49.110000Z,-176.1405,52.096667,-1.8,0.01
2023-10-31T11:31:43.240000Z,-174.174667,52.353167,6.24,0.87
2023-10-31T11:13:51.513000Z,83.842,40.6821,10.0,4.0
2023-10-31T11:09:01.865000Z,176.8492,51.8999,93.551,3.1
2023-10-31T10:54:09.610000Z,-176.0179,51.503,28.5,1.5
2023-10-31T10:15:04.254000Z,-168.2405,56.4672,10.0,3.9
2023-10-31T09:19:12.427000Z,74.6137,37.1972,10.0,4.8
2023-10-31T09:19:03.050000Z,74.6008,37.226,10.0,4.5
2023-10-31T09:13:40.853000Z,59.7481,31.9914,10.0,5.1
2023-10-31T08:49:06.660000Z,-177.194667,51.936167,10.42,-0.63
2023-10-31T08:34:50.590000Z,-174.143,52.2515,10.5,-0.3
2023-10-31T08:15:36.550000Z,178.3385,51.922667,11.79,0.76
2023-10-31T07:07:02.810000Z,-177.141833,51.917667,5.55,-0.52
2023-10-31T06:58:32.116000Z,148.7315,-5.7062,145.744,4.1
2023-10-31T06:08:18.001000Z,108.3209,-10.0965,10.0,4.4
2023-10-31T05:53:36.085000Z,-175.1887,52.145,76.0,1.8
2023-10-31T05:31:38.606000Z,-177.9489,51.533,67.7,2.6
2023-10-31T04:28:47.666000Z,130.2455,-6.1144,101.396,4.0
2023-10-31T04:10:18.833000Z,-173.418,50.8253,10.0,2.7
2023-10-31T03:48:31.429000Z,161.4835,-10.4628,43.891,4.3
2023-10-31T03:34:46.011000Z,-167.9783,53.9088,8.6,1.9
2023-10-31T03:30:18.006000Z,-167.9755,53.9197,9.3,1.8
2023-10-31T03:19:04.430000Z,139.3219,-2.0167,10.0,4.3
2023-10-31T02:29:26.560000Z,141.8371,-2.9335,35.0,4.9
2023-10-31T02:24:16.110000Z,-166.810833,53.858,1.57,-0.76
2023-10-31T02:22:06.420000Z,-167.9344,53.9079,7.8,1.74
2023-10-31T02:15:09.296000Z,-167.941,53.9221,5.6,1.8
2023-10-31T02:12:26.538000Z,145.2029,13.7038,108.945,4.5
2023-10-31T02:01:45.216000Z,-167.9532,53.9206,8.2,1.93
2023-10-31T01:25:38.643000Z,-176.4476,50.3191,10.0,2.8
2023-10-31T01:11:07.647000Z,139.2151,11.2839,10.0,5.1
2023-10-31T01:05:20.696000Z,-178.169,51.4166,25.1,1.7
2023-10-31T00:47:09.531000Z,-167.9674,53.9173,9.0,1.38
2023-10-31T00:40:30.322000Z,74.5637,37.381,12.149,4.3
2023-10-31T00:40:06.435000Z,83.6482,36.5329,10.0,4.6
2023-10-31T00:26:07.966000Z,-178.5281,51.6299,8.3,1.64
2023-10-31T00:11:51.420000Z,179.788,51.932667,3.27,1.09
2023-10-31T00:10:03.295000Z,-170.2885,56.3793,10.0,3.9
2023-10-31T00:10:02.778000Z,-170.411,56.5229,4.575,4.3
2023-10-31T00:05:01.311000Z,-178.6802,51.3268,19.4,1.8
2023-10-30T23:19:08.565000Z,-167.9634,53.9197,10.3,1.98
2023-10-30T22:44:57.660000Z,141.6876,32.6712,10.0,5.0
2023-10-30T22:28:27.000000Z,-177.756167,51.851833,3.29,0.24
2023-10-30T22:24:09.595000Z,83.7227,36.5324,10.0,4.3
2023-10-30T22:07:27.290000Z,-178.825167,51.803,8.3,0.01
2023-10-30T21:44:47.393000Z,113.8826,-8.5457,104.007,4.5
2023-10-30T21:06:23.200000Z,-166.796833,53.853167,5.65,-0.5
2023-10-30T20:46:10.967000Z,74.1286,38.1511,171.598,4.2
2023-10-30T20:38:07.464000Z,178.8299,51.6396,65.6,1.8
2023-10-30T20:35:46.140000Z,178.326167,51.935833,11.94,0.92
2023-10-30T19:54:36.960000Z,-177.946833,51.863667,6.07,0.14
2023-10-30T19:15:08.582000Z,99.4865,-3.72,10.0,4.4
2023-10-30T18:07:41.910000Z,-176.1235,52.0505,0.64,0.2
2023-10-30T17:54:59.918000Z,-168.6616,52.7469,90.0,2.2
2023-10-30T17:40:13.207000Z,178.2831,51.3974,49.567,3.7
2023-10-30T17:36:26.670000Z,-166.995667,53.820167,42.82,0.76
2023-10-30T17:35:26.250000Z,179.6545,51.822,20.92,0.96
2023-10-30T14:15:39.906000Z,154.7984,48.9325,75.594,4.4
2023-10-30T13:26:30.770000Z,-174.4179,51.7418,35.0,2.5
2023-10-30T12:30:04.338000Z,84.3045,40.8131,10.0,4.2
2023-10-30T12:15:18.669000Z,128.3385,-3.168,29.517,4.4
2023-10-30T12:13:40.210000Z,-166.584333,53.861167,12.07,-0.47
2023-10-30T11:55:54.234000Z,125.6197,4.8117,171.78,4.4
2023-10-30T11:17:25.620000Z,-175.9875,52.073333,13.11,0.54
2023-10-30T11:13:50.688000Z,124.6033,11.2539,9.952,4.6
2023-10-30T10:08:48.227000Z,123.7928,-8.2211,174.806,4.3
2023-10-30T10:03:57.680000Z,-166.972667,53.888333,10.44,-0.33
2023-10-30T09:49:37.670000Z,-166.907833,53.8715,9.21,-0.48
2023-10-30T09:35:22.587000Z,-167.4146,52.9212,25.6,1.6
2023-10-30T09:33:18.897000Z,-167.762,51.6233,25.9,2.4
2023-10-30T09:08:32.900000Z,179.519667,51.914833,25.1,1.12
2023-10-30T09:07:06.370000Z,-167.927333,53.901833,5.14,1.7
2023-10-30T09:06:04.274000Z,-168.0328,53.9839,14.058,2.3
2023-10-30T08:55:32.889000Z,-167.9331,53.9001,7.9,1.57
2023-10-30T08:45:16.684000Z,178.4829,51.8467,106.834,3.0
2023-10-30T08:09:28.673000Z,178.4419,51.4435,10.0,2.3
2023-10-30T07:47:08.212000Z,-176.6003,51.3584,25.6,3.1
2023-10-30T07:45:18.248000Z,179.8246,50.1401,29.1,2.9
2023-10-30T07:32:08.720000Z,179.545833,52.0145,7.97,0.85
2023-10-30T07:14:53.031000Z,177.7535,51.8158,92.632,2.6
2023-10-30T06:11:45.978000Z,-169.5478,52.3572,29.1,2.5
2023-10-30T05:37:12.350000Z,-166.925833,53.8845,6.44,-0.6
2023-10-30T05:02:31.347000Z,164.4816,55.8168,10.0,4.9
2023-10-30T04:53:06.822000Z,-166.6422,52.7338,10.1,2.1
2023-10-30T04:48:26.019000Z,147.8451,43.7937,35.0,4.3
2023-10-30T04:22:28.208000Z,141.9814,23.8269,124.866,4.9
2023-10-30T04:02:41.690000Z,178.3205,51.919833,5.89,1.19
2023-10-30T03:00:54.030000Z,-165.9555,54.149667,16.15,-0.02
2023-10-30T02:30:16.399000Z,152.1896,-1.9406,10.0,4.4
2023-10-30T02:27:12.151000Z,-167.9501,53.9091,6.6,1.35
2023-10-30T02:25:31.973000Z,-167.9832,53.9184,9.5,1.7
2023-10-30T02:03:54.011000Z,-168.0075,53.9884,10.492,2.54
2023-10-30T01:42:14.874000Z,119.7175,-8.2686,185.342,4.6
2023-10-30T01:06:35.962000Z,130.1124,-6.3795,121.231,4.1
2023-10-30T01:05:58.990000Z,-166.908833,53.897333,9.02,-0.32
2023-10-30T00:45:35.007000Z,-167.9712,53.9023,9.1,1.8
2023-10-30T00:34:31.810000Z,178.321667,51.941167,9.12,1.45
2023-10-30T00:14:15.172000Z,129.9327,-7.1239,101.068,4.4
2023-10-30T00:04:47.020000Z,-166.9335,53.853667,3.91,-0.53
2023-10-29T23:52:56.048000Z,-167.9516,53.9046,8.0,1.8
2023-10-29T23:41:41.934000Z,144.0761,13.1425,134.25,4.3
2023-10-29T23:38:04.019000Z,126.9478,26.3614,73.332,4.6
2023-10-29T23:07:42.266000Z,107.5628,52.986,10.0,3.7
2023-10-29T22:55:11.090000Z,130.3559,29.2235,48.308,4.5
2023-10-29T22:22:46.101000Z,-177.4571,51.893,103.7,2.1
2023-10-29T21:51:18.226000Z,151.8448,-4.3146,250.486,4.1
2023-10-29T21:38:11.265000Z,126.3189,10.3307,35.0,4.6
2023-10-29T20:58:00.548000Z,-167.648,53.4837,55.0,1.6
2023-10-29T20:44:34.067000Z,-177.9555,51.1975,21.2,2.0
2023-10-29T20:21:27.064000Z,146.8837,18.1931,35.0,4.8
2023-10-29T20:20:42.257000Z,-177.7972,51.4302,59.4,2.1
2023-10-29T19:55:10.771000Z,-167.9256,53.9128,7.7,1.5
2023-10-29T19:49:34.550000Z,105.8459,-7.4783,36.862,4.3
2023-10-29T19:35:03.796000Z,71.7861,37.2573,136.129,4.2
2023-10-29T19:21:15.868000Z,-167.977,53.9293,10.6,1.6
2023-10-29T18:58:03.573000Z,-167.962,53.9069,7.4,1.71
2023-10-29T18:21:43.425000Z,112.9429,-2.5132,10.807,4.3
2023-10-29T18:16:22.245000Z,-167.9536,53.9109,7.7,1.5
2023-10-29T17:55:38.320000Z,-166.978167,53.8725,9.66,0.0
2023-10-29T16:07:38.067000Z,-167.9663,53.9124,8.0,1.6
2023-10-29T15:33:04.113000Z,-165.8966,53.9673,73.073,2.2
2023-10-29T15:32:24.166000Z,-173.7173,51.9828,10.49,2.9
2023-10-29T15:20:31.180000Z,-174.186333,52.334667,4.22,0.29
2023-10-29T15:08:44.060000Z,-166.932667,53.901,13.11,-0.31
2023-10-29T15:06:24.389000Z,140.7517,29.1801,110.661,4.7
2023-10-29T14:36:11.410000Z,-166.947667,53.869833,8.05,-0.15
2023-10-29T13:44:09.150000Z,-167.896833,53.892833,0.03,1.36
2023-10-29T12:58:37.030000Z,83.7545,36.5994,10.0,4.2
2023-10-29T12:04:02.512000Z,-176.1012,51.3895,35.0,2.3
