time,lat,lon,dep,mag
2021-11-04T08:57:05.924000Z,52.6639,-167.9299,31.2,5.2
2021-11-02T18:15:00.203000Z,51.3094,-174.1183,16.35,4.0
2021-11-01T17:07:48.020000Z,53.1769,-164.1896,10.0,4.1
2021-10-31T16:37:46.049000Z,54.9255,-158.7303,25.0,5.6
2021-10-28T19:06:56.998000Z,55.0884,-158.8727,33.53,5.1
2021-10-28T18:38:09.892000Z,51.6292,-173.8145,42.23,4.0
2021-10-26T07:33:51.149000Z,60.1077,-153.578,166.0,4.2
2021-10-21T08:24:43.054000Z,55.3342,-155.4245,11.0,4.7
2021-10-18T15:21:37.250000Z,52.4562,-170.4431,38.74,4.2
2021-10-18T01:08:40.010000Z,51.1507,-179.1749,45.57,4.1
2021-10-17T19:27:11.506000Z,55.0355,-157.5925,24.6,4.3
2021-10-16T17:47:23.606000Z,60.1415,-151.4902,45.2,4.9
2021-10-15T02:50:28.425000Z,55.1879,-157.1923,38.3,4.0
2021-10-13T11:34:22.467000Z,54.9305,-156.2759,10.0,4.2
2021-10-11T19:40:25.274000Z,56.2823,-156.5443,57.4,4.1
2021-10-11T18:25:48.424000Z,51.4765,-174.4297,35.0,4.4
2021-10-11T13:59:31.772000Z,56.2795,-156.5721,50.1,4.4
2021-10-11T09:10:24.682000Z,56.2584,-156.5532,69.1,6.9
2021-10-09T05:59:49.133000Z,53.2174,-166.8792,43.83,4.1
2021-10-06T06:42:48.487000Z,53.4845,-163.5057,10.0,4.4
2021-10-06T05:21:51.083000Z,53.5396,-163.5226,10.0,4.4
2021-10-06T03:42:21.779000Z,53.4748,-163.4922,10.59,4.0
2021-10-05T22:59:19.346000Z,53.6537,-163.2612,21.99,4.4
2021-10-03T15:53:37.261000Z,52.1026,-171.2098,45.58,4.5
2021-10-02T19:50:28.066000Z,54.0452,-162.4182,47.82,4.0
2021-10-01T21:21:41.667000Z,52.2064,-176.1481,129.14,4.4
2021-10-01T14:12:52.714000Z,55.9084,-156.3262,45.2,5.1
2021-10-01T00:24:39.892000Z,51.9458,-171.1386,35.0,4.8
2021-10-01T00:10:52.386000Z,51.9879,-171.1093,35.0,5.1
2021-09-24T11:52:28.174000Z,51.0872,-179.0119,18.0,6.1
2021-09-24T07:02:28.996000Z,51.1367,-179.0326,18.0,5.5
2021-09-23T22:41:09.955000Z,52.7656,-168.4327,35.0,4.4
2021-09-19T13:17:46.128000Z,54.8182,-158.616,21.28,4.3
2021-09-16T23:05:07.936000Z,54.942,-156.3037,33.0,5.1
2021-09-16T17:51:55.858000Z,55.071,-156.4993,36.8,5.6
2021-09-15T13:27:53.275000Z,50.4424,-176.2725,10.0,4.0
2021-09-12T17:03:11.601000Z,53.4211,-163.5542,25.05,4.3
2021-09-10T09:15:14.856000Z,53.4676,-163.5766,10.08,4.1
2021-09-10T05:57:54.935000Z,53.3423,-163.4622,10.0,4.2
2021-09-09T19:23:25.640000Z,53.4905,-163.5261,21.99,5.1
2021-09-03T20:38:35.951000Z,54.9815,-157.7707,45.0,4.0
2021-09-03T03:55:45.623000Z,53.5404,-163.6037,13.94,4.5
2021-09-02T08:08:36.166000Z,54.5158,-159.6383,25.82,4.4
2021-08-31T02:17:11.737000Z,52.8571,-175.5312,254.52,4.3
2021-08-29T08:30:16.924000Z,52.8324,-168.2726,52.59,4.0
2021-08-25T01:31:26.833000Z,55.4704,-158.4823,6.8,4.5
2021-08-24T19:49:35.540000Z,52.6095,-168.3329,49.49,4.2
2021-08-22T11:45:03.688000Z,51.4059,-178.3268,51.87,4.8
2021-08-20T12:20:19.842000Z,51.9718,-173.2659,80.32,4.2
2021-08-19T02:22:28.537000Z,56.6371,-157.2394,11.4,4.3
2021-08-17T17:11:12.232000Z,52.9528,-167.8046,43.13,4.6
2021-08-17T17:10:50.089000Z,52.8431,-167.5797,35.0,4.0
2021-08-16T16:24:04.877000Z,55.2772,-157.4334,33.2,4.2
2021-08-14T13:06:38.800000Z,54.9597,-157.5461,14.7,4.2
2021-08-14T11:57:43.430000Z,55.1733,-157.6531,20.68,6.9
2021-08-12T09:54:36.295000Z,55.241,-157.3344,37.7,4.0
2021-08-12T06:13:59.136000Z,61.8704,-150.5529,59.7,4.2
2021-08-11T08:15:15.775000Z,54.6894,-156.8178,29.5,4.1
2021-08-11T05:51:02.183000Z,54.6624,-156.8286,27.4,4.1
2021-08-11T05:46:13.051000Z,54.6849,-156.8422,31.8,4.0
2021-08-11T05:43:37.184000Z,54.644,-156.8053,20.6,4.1
2021-08-09T05:32:51.309000Z,61.8601,-150.5553,60.4,4.1
2021-08-08T20:41:41.008000Z,55.458,-156.3097,28.8,4.0
2021-08-06T03:36:12.293000Z,60.2238,-153.5501,184.4,4.2
2021-08-05T18:00:17.038000Z,55.0917,-157.032,22.2,4.3
2021-08-03T09:18:39.217000Z,59.8644,-152.4597,81.4,4.1
2021-08-02T21:13:11.587000Z,57.9954,-151.6954,14.1,4.0
2021-08-01T15:27:40.298000Z,55.3312,-158.4714,3.0,4.4
2021-08-01T13:42:47.008000Z,54.7692,-156.9421,39.5,4.0
2021-08-01T08:58:58.409000Z,55.1556,-155.0489,33.8,4.3
2021-07-31T18:04:17.083000Z,56.0791,-156.3328,39.1,4.3
2021-07-31T15:40:55.757000Z,55.7315,-156.0072,36.7,4.5
2021-07-31T15:28:25.789000Z,55.148,-157.1645,24.3,4.2
2021-07-31T03:25:20.765000Z,55.2446,-157.2797,24.0,4.3
2021-07-30T22:11:41.221000Z,55.6722,-154.4428,12.0,4.7
2021-07-30T21:44:24.772000Z,55.5122,-156.0915,34.4,4.3
2021-07-30T14:58:21.632000Z,55.2923,-157.1194,20.1,4.3
2021-07-30T13:28:18.059000Z,55.2348,-157.3517,27.0,4.3
2021-07-30T09:58:06.948000Z,55.1355,-157.5532,47.4,4.3
2021-07-30T09:57:38.183000Z,55.1016,-157.3213,27.2,4.0
2021-07-30T07:56:00.422000Z,54.0435,-157.4792,23.97,4.0
2021-07-30T07:49:13.445000Z,55.3384,-157.1631,27.1,4.1
2021-07-30T07:24:41.697000Z,55.2159,-156.5692,47.1,4.6
2021-07-30T05:40:55.618000Z,55.0768,-157.086,34.9,4.0
2021-07-30T05:32:12.846000Z,55.0173,-158.636,17.4,4.3
2021-07-30T03:52:15.526000Z,55.3344,-156.9608,43.4,5.5
2021-07-30T01:26:33.263000Z,55.3849,-155.6996,37.0,4.2
2021-07-29T23:38:15.866000Z,55.1231,-157.1068,20.9,4.5
2021-07-29T22:56:02.087000Z,55.3631,-156.4351,7.3,4.3
2021-07-29T22:18:27.919000Z,55.1357,-157.0696,10.0,4.7
2021-07-29T21:39:15.026000Z,55.1024,-157.0205,14.4,4.3
2021-07-29T21:17:39.812000Z,55.3891,-155.647,7.18,4.2
2021-07-29T21:07:54.187000Z,55.3809,-157.0867,2.8,4.2
2021-07-29T21:00:07.359000Z,54.9739,-158.0769,25.0,4.6
2021-07-29T20:32:43.013000Z,55.2152,-156.7591,20.8,5.4
2021-07-29T20:30:34.062000Z,55.3622,-156.8545,28.9,5.0
2021-07-29T19:11:31.151000Z,55.4197,-156.7173,39.7,4.5
2021-07-29T17:27:52.971000Z,55.5014,-156.6792,23.6,4.0
2021-07-29T17:27:13.452000Z,55.5626,-155.1574,15.26,4.2
2021-07-29T16:09:11.784000Z,55.1678,-156.9458,36.3,5.3
2021-07-29T16:08:02.359000Z,55.5285,-155.7524,37.2,4.5
2021-07-29T13:30:12.683000Z,55.5406,-155.6766,7.2,4.2
2021-07-29T13:17:50.035000Z,55.7155,-155.9787,28.3,4.8
2021-07-29T13:14:50.783000Z,54.8833,-157.628,25.0,4.1
2021-07-29T12:42:44.664000Z,55.3025,-157.1905,23.6,4.5
2021-07-29T12:32:06.737000Z,55.6052,-156.5761,25.0,4.2
2021-07-29T11:47:55.862000Z,55.2286,-157.4471,26.3,4.2
2021-07-29T11:08:48.112000Z,55.2578,-157.3993,25.0,4.6
2021-07-29T10:26:53.815000Z,54.6713,-156.903,23.7,4.5
2021-07-29T09:58:27.727000Z,55.0844,-155.5912,6.8,4.5
2021-07-29T09:55:19.656000Z,55.3696,-155.5474,10.0,4.8
2021-07-29T09:53:42.480000Z,55.2581,-156.9056,40.9,4.6
2021-07-29T09:52:14.752000Z,55.4021,-156.3095,17.3,4.3
2021-07-29T09:28:23.448000Z,55.2916,-157.4436,25.9,4.7
2021-07-29T08:55:24.549000Z,55.0362,-157.5101,24.0,4.3
2021-07-29T08:40:17.556000Z,55.1352,-157.2161,25.9,4.1
2021-07-29T08:32:49.436000Z,55.4513,-156.3801,5.6,4.1
2021-07-29T08:25:21.146000Z,55.4663,-156.0668,23.3,4.7
2021-07-29T08:15:48.111000Z,55.2945,-156.8049,28.1,4.5
2021-07-29T08:15:19.501000Z,55.3163,-156.8621,18.4,4.2
2021-07-29T08:09:55.043000Z,55.4268,-158.0686,47.9,4.7
2021-07-29T08:09:44.521000Z,55.1325,-157.0203,19.3,4.6
2021-07-29T08:08:57.397000Z,55.3426,-157.0473,26.5,4.1
2021-07-29T07:58:51.307000Z,55.296,-157.838,35.8,4.1
2021-07-29T07:51:41.507000Z,55.1452,-157.554,69.0,4.3
2021-07-29T07:50:00.160000Z,55.2428,-157.347,26.9,4.4
2021-07-29T07:33:58.259000Z,55.4177,-156.3598,20.1,4.1
2021-07-29T07:32:33.773000Z,54.9457,-157.3926,12.0,4.4
2021-07-29T07:31:14.570000Z,55.17,-156.7155,20.3,4.3
2021-07-29T07:22:11.963000Z,55.4249,-156.9882,34.0,4.4
2021-07-29T06:57:04.231000Z,55.1372,-156.9698,24.8,4.9
2021-07-29T06:47:25.520000Z,55.0371,-157.6473,26.4,4.8
2021-07-29T06:45:12.323000Z,55.002,-157.554,24.9,4.8
2021-07-29T06:44:01.945000Z,55.3139,-155.4004,10.0,4.7
2021-07-29T06:43:12.963000Z,55.465,-157.0275,24.2,4.3
2021-07-29T06:42:41.215000Z,55.8418,-155.3829,10.0,4.3
2021-07-29T06:39:15.596000Z,55.0539,-157.1399,33.65,4.8
2021-07-29T06:38:24.698000Z,55.2592,-156.9366,38.0,5.1
2021-07-29T06:37:05.330000Z,55.739,-156.8812,46.1,4.6
2021-07-29T06:36:04.702000Z,55.2148,-157.3565,25.0,4.5
2021-07-29T06:35:13.096000Z,55.5333,-157.85,7.3,4.2
2021-07-29T06:32:33.359000Z,55.2549,-156.7677,2.9,5.7
2021-07-29T06:31:35.058000Z,55.2749,-157.6289,6.6,4.6
2021-07-29T06:28:49.707000Z,55.1526,-157.6035,35.0,5.3
2021-07-29T06:28:22.835000Z,55.4498,-157.5893,8.9,5.2
2021-07-29T06:27:02.004000Z,55.234,-156.6913,19.5,5.2
2021-07-29T06:23:27.003000Z,55.3726,-157.205,0.8,5.9
2021-07-29T06:23:02.270000Z,55.8758,-156.9924,35.0,5.7
2021-07-29T06:19:27.972000Z,55.1016,-158.2373,18.4,5.5
2021-07-29T06:15:49.188000Z,55.3635,-157.8876,35.0,8.2
2021-07-28T15:33:07.293000Z,53.0667,-169.9191,107.93,4.2
2021-07-24T18:11:01.478000Z,51.1624,-176.5152,27.88,4.2
2021-07-24T13:30:06.986000Z,51.3278,-176.6199,45.24,4.0
2021-07-22T13:12:31.006000Z,53.4965,-162.7814,25.52,4.4
2021-07-21T11:03:43.408000Z,51.9445,-177.8431,8.41,4.3
2021-07-19T10:52:20.968000Z,60.2246,-151.8185,69.3,4.3
2021-07-15T13:37:34.551000Z,53.9477,-164.455,10.35,4.2
2021-07-13T02:11:47.132000Z,52.8874,-168.079,44.57,4.0
2021-07-11T20:37:16.965000Z,62.2328,-150.5027,6.5,4.0
2021-07-11T17:04:37.169000Z,51.7734,-175.9335,59.77,5.0
2021-07-09T19:14:58.324000Z,51.6484,-175.1902,45.31,4.3
2021-07-08T05:21:10.817000Z,57.835,-156.8643,165.3,4.2
2021-07-06T21:34:52.859000Z,54.5236,-159.72,28.66,4.0
2021-07-03T13:42:53.126000Z,53.1702,-166.868,44.96,4.7
2021-07-01T02:27:22.683000Z,60.5817,-151.7829,82.1,4.5
2021-06-30T21:50:07.429000Z,54.8469,-160.2183,43.55,4.0
2021-06-30T02:57:33.975000Z,51.9277,-172.4292,20.82,4.6
2021-06-29T08:45:36.459000Z,56.4038,-154.2822,20.1,4.3
2021-06-28T08:57:57.021000Z,51.9923,-173.2799,71.86,4.0
2021-06-28T01:17:16.870000Z,58.2137,-154.1771,70.5,4.2
2021-06-18T10:02:41.178000Z,53.3022,-160.326,10.0,5.3
2021-06-14T10:41:54.148000Z,53.4722,-159.6363,10.0,4.3
2021-06-12T20:48:04.669000Z,56.3559,-152.1771,13.8,4.2
2021-06-07T16:25:46.948000Z,52.4288,-178.9501,206.49,4.0
2021-06-06T21:34:00.862000Z,53.3944,-156.6916,10.0,4.3
2021-05-24T14:13:27.769000Z,50.9617,-176.5621,10.0,4.1
2021-05-23T05:39:43.549000Z,54.5255,-160.1749,33.74,4.1
2021-05-22T19:35:27.586000Z,54.4196,-159.6554,19.16,4.1
2021-05-22T18:29:38.886000Z,59.2821,-152.7834,70.4,4.1
2021-05-22T12:51:09.476000Z,51.5042,-173.3028,44.97,4.1
2021-05-22T09:04:41.268000Z,51.7068,-173.3891,29.29,5.0
2021-05-22T05:50:11.211000Z,51.5475,-173.2956,15.75,4.2
2021-05-20T03:05:07.568000Z,51.5248,-178.3096,35.0,4.2
2021-05-18T13:37:07.313000Z,60.33,-151.6295,61.1,4.0
2021-05-06T00:19:44.357000Z,54.2819,-161.3065,28.06,4.1
2021-05-04T16:47:43.693000Z,52.4256,-170.5709,51.97,4.5
2021-04-30T17:19:24.486000Z,64.8296,-152.396,19.4,4.3
2021-04-17T11:36:28.944000Z,54.2025,-159.6723,10.0,4.1
2021-04-11T07:10:49.173000Z,54.3619,-159.6284,24.08,4.4
2021-04-08T15:02:47.771000Z,52.885,-173.3962,220.89,4.2
2021-04-07T19:31:57.057000Z,52.5304,-169.1477,42.02,4.7
2021-04-07T05:19:43.889000Z,51.8834,-173.2034,189.16,4.2
2021-04-06T09:02:27.426000Z,51.5496,-176.2491,51.42,4.4
2021-03-28T07:52:01.322000Z,53.4329,-163.638,13.84,4.3
2021-03-26T14:41:19.943000Z,52.789,-169.9152,11.49,4.8
2021-03-22T17:41:47.330000Z,59.8435,-153.3672,130.2,4.2
2021-03-18T22:50:24.988000Z,55.002,-160.4221,47.13,4.3
2021-03-17T18:00:36.412000Z,51.8758,-174.359,65.39,4.5
2021-03-15T05:13:30.214000Z,51.89,-174.257,18.63,4.0
2021-03-10T23:37:46.453000Z,52.3434,-172.1987,79.88,4.2
2021-03-04T10:48:11.601000Z,58.7824,-152.5239,54.7,4.3
2021-03-04T00:38:09.282000Z,54.4513,-161.5233,42.39,4.1
2021-03-03T13:54:03.099000Z,54.633,-159.7076,31.04,4.4
2021-03-03T06:51:59.214000Z,51.9081,-174.9656,68.35,4.1
2021-03-03T05:35:25.980000Z,61.4532,-151.9291,99.0,4.5
2021-03-03T00:21:48.648000Z,50.9218,-179.2691,10.0,4.4
2021-03-02T10:02:50.366000Z,50.8692,-179.3205,10.0,4.4
2021-03-01T16:32:03.822000Z,51.8267,-174.6957,77.02,4.2
2021-02-28T10:44:50.545000Z,51.0954,-178.9525,22.0,5.4
2021-02-27T22:13:07.393000Z,54.9494,-159.4737,24.85,4.1
2021-02-23T22:33:40.672000Z,52.2569,-165.8236,10.0,4.0
2021-02-21T15:02:33.465000Z,50.8251,-179.3053,10.0,4.8
2021-02-20T04:14:12.479000Z,50.9731,-179.3672,38.74,4.1
2021-02-19T21:34:22.812000Z,50.7869,-179.3796,10.0,4.0
2021-02-19T09:19:09.409000Z,51.2351,-179.1523,47.19,4.3
2021-02-19T09:11:24.446000Z,51.0947,-179.3049,37.21,5.2
2021-02-18T13:36:12.575000Z,59.9391,-153.1636,139.0,4.2
2021-02-14T19:13:19.052000Z,51.4587,-179.1511,21.7,5.2
2021-02-13T13:08:55.027000Z,57.1463,-155.0386,49.7,5.3
2021-02-11T20:08:53.307000Z,58.5892,-153.4888,72.9,4.1
2021-02-06T18:39:50.270000Z,54.7143,-161.2781,49.96,4.2
2021-01-29T01:48:51.125000Z,52.3807,-170.3264,43.66,4.2
2021-01-27T19:29:53.166000Z,53.288,-166.8635,58.77,4.0
2021-01-26T22:23:25.261000Z,59.1741,-151.6628,44.6,4.3
2021-01-24T21:16:21.925000Z,54.3994,-162.1148,35.0,5.1
2021-01-20T02:06:51.080000Z,54.8818,-160.3505,42.53,4.2
2021-01-16T03:37:43.075000Z,52.7128,-174.6689,214.85,4.4
2021-01-16T03:37:42.357000Z,52.4452,-174.6989,227.4,4.2
2021-01-15T15:50:27.799000Z,51.5358,-174.1596,39.06,4.2
2021-01-15T01:00:10.153000Z,51.7441,-167.9254,10.0,4.2
2021-01-14T05:13:50.039000Z,51.4346,-173.9312,33.5,4.2
2021-01-14T05:13:47.592000Z,51.3828,-174.0614,19.27,4.9
2021-01-14T04:30:16.223000Z,52.1215,-174.935,89.85,4.0
2021-01-12T15:48:34.629000Z,54.3922,-159.689,28.43,4.2
2021-01-11T21:17:07.715000Z,55.2222,-157.8975,29.4,4.8
2021-01-11T21:17:07.711000Z,55.2222,-157.8979,29.6,4.2
2021-01-11T10:44:56.918000Z,53.7619,-164.0279,32.49,4.1
2021-01-11T10:44:56.477000Z,53.7813,-164.0364,26.4,4.1
2021-01-11T07:19:05.061000Z,53.721,-163.9963,36.0,5.1
2021-01-11T07:19:04.597000Z,53.7507,-164.0672,37.5,4.9
2021-01-09T05:22:32.502000Z,52.9302,-168.3163,47.29,4.3
2021-01-08T20:29:15.357000Z,63.23,-150.5753,126.7,4.5
2021-01-08T16:24:40.731000Z,51.9401,-170.8822,18.17,4.5
2021-01-08T01:59:22.860000Z,54.71,-159.7802,31.92,4.4
2021-01-07T19:34:19.844000Z,54.3778,-159.6406,25.7,4.0
2021-01-06T18:29:56.675000Z,51.2221,-179.1775,32.58,4.5
2021-01-06T05:41:54.860000Z,63.3907,-150.7463,153.2,4.4
2021-01-03T22:51:26.265000Z,51.1951,-179.7852,35.0,4.0
2021-01-03T13:20:04.331000Z,51.2431,-179.8978,30.88,4.0
2021-01-03T12:38:48.930000Z,51.2327,-179.8028,21.0,6.1
2021-01-03T08:45:03.419000Z,57.6374,-153.9182,59.6,4.9
2021-01-01T11:55:47.226000Z,51.4473,-179.5022,35.0,4.1
2020-12-30T14:04:00.862000Z,54.6708,-159.7624,29.46,4.2
2020-12-30T03:22:18.334000Z,54.666,-159.6861,27.34,4.5
2020-12-30T03:17:52.301000Z,50.1709,-176.82,10.0,4.0
2020-12-28T18:15:50.954000Z,52.7556,-168.3297,39.23,4.2
2020-12-28T03:10:02.753000Z,53.4984,-163.465,35.0,4.0
2020-12-23T15:47:48.470000Z,53.29,-150.6099,10.0,4.7
2020-12-23T09:03:33.610000Z,54.2491,-159.7744,24.8,4.4
2020-12-21T11:57:48.568000Z,54.8375,-160.2733,49.61,4.7
2020-12-20T22:59:14.422000Z,51.8731,-170.4074,40.89,4.0
2020-12-19T15:19:53.934000Z,52.7799,-168.3109,45.18,4.3
2020-12-19T00:10:42.432000Z,54.6984,-159.8277,32.4,4.9
2020-12-17T16:32:12.550000Z,52.0067,-174.8164,80.56,4.6
2020-12-16T19:13:19.636000Z,51.2941,-178.1312,45.4,5.0
2020-12-16T05:49:24.660000Z,53.6193,-160.1604,10.0,5.3
2020-12-15T11:36:39.258000Z,62.8465,-150.494,95.2,4.3
2020-12-14T19:08:19.340000Z,61.9319,-152.264,119.4,4.3
2020-12-14T09:01:50.760000Z,53.0705,-170.7071,228.72,4.1
2020-12-13T19:06:26.220000Z,52.7548,-174.1095,182.03,4.5
2020-12-13T06:34:32.596000Z,52.7986,-168.2264,36.31,4.2
2020-12-11T17:23:12.372000Z,54.7393,-159.665,29.13,4.4
2020-12-11T10:25:30.320000Z,52.9289,-168.3769,42.85,4.0
2020-12-10T22:35:55.524000Z,61.984,-151.8853,97.9,4.0
2020-12-10T17:42:39.697000Z,54.5256,-159.798,24.55,4.1
2020-12-10T12:51:34.436000Z,51.0002,-179.3629,10.0,4.5
2020-12-10T03:03:15.974000Z,55.7594,-161.9575,151.48,4.0
2020-12-10T01:37:26.476000Z,54.5394,-159.6668,23.44,4.7
2020-12-07T09:33:11.592000Z,52.0574,-171.0083,41.2,4.2
2020-12-06T23:59:12.525000Z,54.3729,-159.696,21.75,4.0
2020-12-05T17:55:22.547000Z,54.6123,-159.6602,31.22,4.3
2020-12-04T20:45:20.239000Z,60.8934,-150.2713,48.3,4.1
2020-12-03T01:08:43.169000Z,54.3444,-159.7397,25.03,4.7
2020-12-01T23:35:22.958000Z,52.7549,-168.345,39.35,4.4
2020-12-01T21:25:15.719000Z,52.7519,-168.328,39.09,4.5
2020-12-01T16:35:48.199000Z,53.6935,-150.59,10.0,5.7
2020-12-01T16:22:39.908000Z,52.7516,-168.2307,23.0,6.4
2020-11-30T17:00:07.029000Z,52.9022,-168.3089,48.03,4.7
2020-11-30T04:59:09.921000Z,52.74,-168.2654,34.0,5.5
2020-11-29T15:57:37.682000Z,51.0846,-178.9927,25.36,4.9
2020-11-28T23:51:09.957000Z,59.1514,-153.6119,97.9,4.1
2020-11-28T17:07:57.766000Z,52.1075,-169.4933,37.44,4.1
2020-11-26T22:00:24.066000Z,51.5671,-176.4429,49.46,4.0
2020-11-26T21:12:10.840000Z,62.0104,-150.0136,42.1,4.6
2020-11-23T22:14:29.885000Z,53.4476,-165.799,35.0,4.0
2020-11-22T11:10:00.031000Z,53.6466,-159.4487,9.07,4.5
2020-11-17T07:46:57.409000Z,52.6059,-167.2108,42.7,4.3
2020-11-16T16:43:06.787000Z,53.3108,-167.3657,35.92,4.1
2020-11-15T21:14:21.121000Z,54.5297,-159.7298,35.0,4.2
2020-11-13T05:30:07.129000Z,54.1693,-159.7506,19.48,4.2
2020-11-10T19:45:09.539000Z,52.2655,-172.3346,139.9,4.1
2020-11-10T19:45:09.226000Z,52.6333,-172.4232,137.96,4.3
2020-11-09T08:54:18.817000Z,54.3928,-159.7378,23.18,4.1
2020-11-07T12:15:39.134000Z,51.1264,-179.0428,22.7,4.5
2020-11-07T12:15:38.549000Z,51.1265,-179.086,27.9,4.5
2020-11-06T09:05:27.401000Z,54.0373,-159.6568,23.16,4.5
2020-11-05T16:17:44.603000Z,54.4689,-165.315,120.09,4.1
2020-11-05T12:56:31.475000Z,54.1296,-159.7759,15.74,5.1
2020-11-04T12:23:47.359000Z,53.6766,-164.952,54.15,5.0
2020-11-04T09:35:45.897000Z,51.5152,-176.9159,33.83,4.4
2020-11-04T03:27:23.387000Z,52.5811,-162.5825,11.7,4.9
2020-11-03T08:08:01.186000Z,55.0188,-157.9647,30.8,4.3
2020-11-02T14:38:16.014000Z,53.5147,-160.2765,10.0,4.3
2020-11-02T03:56:11.684000Z,54.9845,-160.2919,40.55,4.3
2020-11-01T22:41:45.377000Z,55.4739,-158.2287,12.0,4.2
2020-11-01T22:39:27.566000Z,54.5531,-159.7133,35.0,4.3
2020-11-01T04:34:53.398000Z,54.3839,-159.6878,23.03,4.2
2020-10-31T09:10:49.875000Z,54.5305,-159.6409,35.0,4.0
2020-10-31T05:36:09.614000Z,54.4997,-159.3065,35.51,4.7
2020-10-31T04:46:51.158000Z,54.4305,-159.8564,20.02,4.0
2020-10-31T01:10:08.763000Z,54.4122,-159.6834,20.03,4.1
2020-10-30T16:29:07.498000Z,50.9491,-179.866,25.78,4.3
2020-10-30T13:11:52.664000Z,54.4048,-159.7133,19.88,4.3
2020-10-30T04:36:28.560000Z,54.5048,-159.6814,24.36,5.1
2020-10-29T16:32:28.182000Z,54.3624,-159.6192,28.48,4.0
2020-10-28T04:14:31.656000Z,53.4313,-173.291,306.81,4.6
2020-10-28T04:13:42.048000Z,53.1946,-173.4129,239.3,5.5
2020-10-27T17:30:51.705000Z,54.1816,-159.7129,23.76,4.2
2020-10-27T14:06:09.132000Z,54.0459,-159.6859,13.63,4.5
2020-10-27T13:23:07.868000Z,54.0958,-159.6869,20.2,4.4
2020-10-27T04:41:35.633000Z,51.4356,-178.7828,35.0,4.3
2020-10-26T14:13:01.454000Z,54.0746,-159.6509,15.54,4.3
2020-10-26T09:25:11.828000Z,54.9747,-160.4247,48.69,4.6
2020-10-26T07:40:17.236000Z,54.4691,-159.8437,21.02,4.6
2020-10-26T01:28:05.236000Z,53.6535,-159.7968,27.5,4.2
2020-10-25T16:53:44.154000Z,54.4179,-159.7429,26.5,4.4
2020-10-24T22:52:34.593000Z,54.4073,-159.5308,32.41,4.1
2020-10-24T22:23:01.360000Z,54.5782,-159.6078,39.2,4.6
2020-10-24T13:02:13.333000Z,54.2471,-159.6251,28.99,4.1
2020-10-24T12:35:18.269000Z,54.5293,-159.5864,26.02,4.1
2020-10-24T06:50:07.139000Z,54.216,-159.6833,24.89,4.1
2020-10-24T04:01:05.261000Z,52.3343,-178.9847,204.53,4.2
2020-10-23T10:58:13.386000Z,54.5281,-159.5742,26.24,4.6
2020-10-23T07:21:20.886000Z,54.2142,-159.5485,18.0,4.3
2020-10-23T03:16:03.607000Z,52.7576,-168.3476,35.0,4.0
2020-10-21T23:22:21.885000Z,54.4253,-159.7605,22.36,4.0
2020-10-21T18:59:48.393000Z,54.4373,-159.6234,10.0,4.5
2020-10-21T14:16:42.325000Z,54.5881,-159.6883,27.6,4.2
2020-10-21T12:32:41.987000Z,54.4774,-159.6768,33.57,4.5
2020-10-21T11:56:41.093000Z,54.3551,-159.6254,24.63,4.7
2020-10-21T11:34:52.423000Z,54.1023,-159.7126,25.8,4.3
2020-10-21T08:33:29.310000Z,51.0855,-176.9883,35.69,4.0
2020-10-21T06:37:35.400000Z,54.277,-159.6023,15.04,4.9
2020-10-21T03:35:24.643000Z,52.9532,-164.5895,38.35,4.8
2020-10-21T01:17:53.037000Z,54.2699,-159.618,15.58,5.1
2020-10-21T00:35:06.711000Z,54.4424,-159.7236,20.07,4.3
2020-10-20T23:57:57.356000Z,54.6267,-159.7035,28.98,4.0
2020-10-20T22:42:37.628000Z,54.6025,-159.8136,29.81,4.2
2020-10-20T21:38:51.378000Z,54.5858,-159.7993,28.39,4.7
2020-10-20T19:43:24.142000Z,54.0997,-159.5159,15.16,4.1
2020-10-20T14:29:03.673000Z,54.4441,-159.4137,22.18,4.3
2020-10-20T12:38:47.435000Z,54.2966,-159.6064,21.21,4.3
2020-10-20T12:35:32.576000Z,54.3762,-159.6346,34.98,4.1
2020-10-20T12:32:12.149000Z,54.3624,-159.7745,22.0,5.1
2020-10-20T11:58:19.396000Z,54.2504,-159.675,23.26,4.0
2020-10-20T10:08:09.202000Z,54.4385,-159.2861,26.36,4.0
2020-10-20T08:37:13.697000Z,54.6253,-159.7075,28.23,5.0
2020-10-20T08:18:41.729000Z,54.502,-159.7452,27.82,4.9
2020-10-20T08:16:34.077000Z,54.4184,-159.6983,10.0,4.3
2020-10-20T07:36:59.537000Z,54.2685,-159.7791,18.94,4.5
2020-10-20T06:44:42.892000Z,54.292,-159.7378,25.33,4.1
2020-10-20T05:39:20.609000Z,54.2063,-159.6829,20.13,4.3
2020-10-20T04:58:22.785000Z,54.1947,-159.6032,22.01,4.2
2020-10-20T04:57:18.391000Z,54.2262,-159.6269,17.73,4.3
2020-10-20T04:42:19.554000Z,54.3507,-159.7098,28.58,4.1
2020-10-20T04:25:18.156000Z,54.2401,-159.7298,15.53,4.4
2020-10-20T04:07:05.965000Z,54.2607,-159.6234,8.52,5.6
2020-10-20T04:06:47.340000Z,54.0607,-159.4983,22.37,4.2
2020-10-20T03:09:11.713000Z,54.5343,-159.6125,17.98,4.2
2020-10-20T02:57:50.466000Z,54.6299,-159.8258,24.24,4.1
